발행기관코드,발행기관명,표준코드,단축코드,채권분류,변경전 발행기관코드,상장여부,활성여부,상장일,상장폐지일,한글종목명,영문종목명,채권유형,지방채구분,발행금액,발행일,발행통화,상환일,특이채권유형,보증담보,보증률(%),이자지급방법,발행방법,발행구분,크라우드펀딩여부,표면이자율 확정여부,표면이자율(%),낙찰금리(%),발행가액(%),만기상환율(%),특이발행조건,옵션,선/후/중순위,상환방법,물가연동구분,참조지수(%),신종자본증권여부,조건부자본증권 유형,유동화,휴무관련(원금),이자지급기준,경과금리(%),휴무관련(이자),이자 선/후급,이자지급주기(개월),이자지급기준일구분,이자계산주기(개월),이자원단위 미만처리,이자월말구분,단수일이자기준,최초이자지급일,매출형태,선매출이자 지급방법,선/후매출일,기명구분,보장수익률(%),보장수익률적용일,추가수익률(%),추가수익률적용일,(전자)등록기관,원리금지급대행기관,대표주관회사,보증기관,신용평가기관1,신용등급,신용평가기관2,신용평가기관3,신용평가기관4,CFI,FISN,Call 주체,Call 사유
03576,(주)씨제이이엔엠,KR6035762A64,B035762A6,일반사채 (116100),,상장,활성,2020-06-18,,CJ ENM 20-2,CJ ENM 20-2,회사채,,"50,000,000,000",2020-06-18,원화,2025-06-18,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.8,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-18,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,KB증권(주),,NICE신용평가," ",한국신용평가,,,DBFUFB,CJ ENM/ Bd 20250618 Sr Ungtd,,
03649,에스케이 머티리얼즈(주),KR6036491A78,B036491A7,일반사채 (116100),,상장,활성,2020-07-03,,SK머티리얼즈 20-1,SK Materials 20-1,회사채,,"85,000,000,000",2020-07-03,원화,2023-07-03,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.715,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-03,비매출,,,무기명,,,,,한국예탁결제원,(주)신한은행,SK증권(주),,NICE신용평가," ",,한국기업평가,,DBFNFB,SK Materials/ Bd 20230703 Sr Ungtd,,
03649,에스케이 머티리얼즈(주),KR6036492A77,B036492A7,일반사채 (116100),,상장,활성,2020-07-03,,SK머티리얼즈 20-2,SK Materials 20-2,회사채,,"30,000,000,000",2020-07-03,원화,2025-07-03,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.932,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-03,비매출,,,무기명,,,,,한국예탁결제원,(주)신한은행,SK증권(주),,NICE신용평가," ",,한국기업평가,,DBFNFB,SK Materials/ Bd 20250703 Sr Ungtd,,
03709,(주)신세계센트럴시티,KR6037091A62,B037091A6,일반사채 (116100),,상장,활성,2020-06-24,,신세계센트럴시티 6,Shinsegae CentralCity 6,회사채,,"170,000,000,000",2020-06-24,원화,2023-06-24,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.506,,100,100,D-1 4사 3년 개별민평 +0.02%p.,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-24,비매출,,,무기명,,,,,한국예탁결제원,(주)국민은행,KB증권(주),,NICE신용평가," ",,한국기업평가,,DBFUFB,Shinsegae/ Bd 20230624 Sr Ungtd,,
03909,현대트랜시스(주),KR6039091A50,B039091A5,일반사채 (116100),,상장,활성,2020-05-27,,현대트랜시스 41-1,HYUNDAI TRANSYS 41-1,회사채,,"280,000,000,000",2020-05-27,원화,2023-05-26,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.785,,100,100,마지막 이자만 일할계산,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-08-27,비매출,,,무기명,,,,,한국예탁결제원,(주)신한은행,KB증권(주),,," ",한국신용평가,한국기업평가,,DBFUFB,HYUNDAI TRANSYS/ Bd 20230526 Sr,,
03909,현대트랜시스(주),KR6039092A59,B039092A5,일반사채 (116100),,상장,활성,2020-05-27,,현대트랜시스 41-2,HYUNDAI TRANSYS 41-2,회사채,,"40,000,000,000",2020-05-27,원화,2025-05-27,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.828,,100,100,발행일 전일 개별민평 +10bp,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-27,비매출,,,무기명,,,,,한국예탁결제원,(주)신한은행,KB증권(주),,," ",한국신용평가,한국기업평가,,DBFUFB,HYUNDAI TRANSYS/ Bd 20250527 Sr,,
03949,키움증권(주),KR6039491A64,B039491A6,일반사채 (116100),,상장,활성,2020-06-30,,키움증권 4,KIWOOM Securities 4,회사채,,"100,000,000,000",2020-06-29,원화,2027-06-29,일반채권,무보증,,고정금리형-이표채,공모-직접발행,국내발행,NO,확정,4,,100,100,,,후순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-29,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,,,NICE신용평가," ",한국신용평가,,,DBFQFB,KIWOOM/4 Bd 20270629 Jr Ungtd,,
04629,효성캐피탈(주),KR6046291A53,B046291A5,할부금융채권 (116250),,상장,활성,2020-05-06,,효성캐피탈 262-1,HYOSUNG CAPITAL 262-1,회사채,,"1,000,000,000",2020-05-04,원화,2021-05-04,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.747,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-04,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,KB증권(주),,," ",한국신용평가,한국기업평가,,DBFUFB,HYOSUNG CAPITAL/2.747 Bd 20210504,,
04629,효성캐피탈(주),KR6046291A61,B046291A6,할부금융채권 (116250),,상장,활성,2020-06-11,,효성캐피탈 264,HYOSUNG CAPITAL 264,회사채,,"5,000,000,000",2020-06-10,원화,2022-06-10,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.692,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-10,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,(주)BNK투자증권,,," ",한국신용평가,한국기업평가,,DBFUFB,HYOSUNG CAPITAL/2.692 Bd 20220610,,
04629,효성캐피탈(주),KR6046292A52,B046292A5,할부금융채권 (116250),,상장,활성,2020-05-06,,효성캐피탈 262-2,HYOSUNG CAPITAL 262-2,회사채,,"20,000,000,000",2020-05-04,원화,2022-11-04,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.903,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-04,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,KB증권(주),,," ",한국신용평가,한국기업평가,,DBFUFB,HYOSUNG CAPITAL/2.903 Bd 20221104,,
04629,효성캐피탈(주),KR6046293A51,B046293A5,할부금융채권 (116250),,상장,활성,2020-05-15,,효성캐피탈 263,HYOSUNG CAPITAL 263,회사채,,"10,000,000,000",2020-05-14,원화,2022-11-14,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.829,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-14,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,미래에셋대우(주),,," ",한국신용평가,한국기업평가,,DBFUFB,HYOSUNG CAPITAL/2.829 Bd 20221114,,
04704,(주)대우건설,KR6047041A70,B047041A7,일반사채 (116100),,상장,활성,2020-07-17,,대우건설 46-1,DAEWOO ENGINEERING & CONSTRUCTION 46-1,회사채,,"60,000,000,000",2020-07-17,원화,2022-07-17,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,3.6,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-17,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,키움증권(주),,NICE신용평가," ",,한국기업평가,,DBFNFB,DWEC/3.60 Bd 20220717 Sr Ungtd,,
04704,(주)대우건설,KR6047042A79,B047042A7,일반사채 (116100),,상장,활성,2020-07-17,,대우건설 46-2,DAEWOO ENGINEERING & CONSTRUCTION 46-2,회사채,,"40,000,000,000",2020-07-17,원화,2023-07-17,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,3.8,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-17,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,키움증권(주),,NICE신용평가," ",,한국기업평가,,DBFNFB,DWEC/3.80 Bd 20230717 Sr Ungtd,,
04705,(주)포스코인터내셔널,KR6047051A51,B047051A5,일반사채 (116100),,상장,활성,2020-05-28,,포스코인터내셔널 24-1,Posco International 24-1,회사채,,"250,000,000,000",2020-05-28,원화,2023-05-26,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.746,,100,100,마지막 이자는 365일 일할계산,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-08-28,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,삼성증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFUFB,POSCO/ Bd 20230526 Sr Ungtd,,
04705,(주)포스코인터내셔널,KR6047052A50,B047052A5,일반사채 (116100),,상장,활성,2020-05-28,,포스코인터내셔널 24-2,Posco International 24-2,회사채,,"50,000,000,000",2020-05-28,원화,2025-05-28,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.942,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-28,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,삼성증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFUFB,POSCO/ Bd 20250528 Sr Ungtd,,
04780,GS파워(주),KR6047801A62,B047801A6,일반사채 (116100),,상장,활성,2020-06-24,,GS파워 9-1,GS POWER 9-1,회사채,,"100,000,000,000",2020-06-24,원화,2023-06-24,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.446,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-24,비매출,,,무기명,,,,,한국예탁결제원,(주)신한은행,KB증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,GS POWER/ Bd 20230624 Sr Ungtd,,
04780,GS파워(주),KR6047802A61,B047802A6,일반사채 (116100),,상장,활성,2020-06-24,,GS파워 9-2,GS POWER 9-2,회사채,,"100,000,000,000",2020-06-24,원화,2030-06-24,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.863,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-24,비매출,,,무기명,,,,,한국예탁결제원,(주)신한은행,KB증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,GS POWER/ Bd 20300624 Sr Ungtd,,
04781,한국항공우주산업(주),KR6047811A52,B047811A5,일반사채 (116100),,상장,활성,2020-05-29,,한국항공우주산업 24,KOREA AEROSPACE IND 24,회사채,,"200,000,000,000",2020-05-29,원화,2023-05-29,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.475,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-29,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,,,DBFNFB,KOREA AEROSPACE/ Bd 20230529 Sr,,
05430,(주)팬스타엔터프라이즈,KR6054301A63,B054301A6,일반사채 (116100),,상장,활성,2020-06-08,,팬스타엔터프라이즈 22,Panstar enterprise 22,회사채,,"10,000,000,000",2020-06-08,원화,2025-06-08,일반채권 -분리형BW,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2,,100,111.0095,,Put(풋),선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-08,비매출,,,무기명,4,2025-06-08,,,한국예탁결제원,중소기업은행,대신증권(주),,," ",한국신용평가,한국기업평가,,DWFNCB,Panstar/2 Bd Cum Wt 20250608 Sr,,
05555,(주)신한금융지주회사,KR6055551A59,B055551A5,일반사채 (116100),,상장,활성,2020-05-29,,신한금융지주 135,SHINHAN FINANCIAL GROUP 135,회사채,,"160,000,000,000",2020-05-28,원화,2025-05-28,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.45,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-28,비매출,,,무기명,,,,,한국예탁결제원,(주)신한은행,한양증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,SHINHAN/1.450 Bd 20250528 Sr Ungtd,,
06098,(주)한라홀딩스,KR6060981A75,B060981A7,일반사채 (116100),,상장,활성,2020-07-03,,한라홀딩스 12-1,HALLA HOLDINGS CORPORATION 12-1,회사채,,"61,000,000,000",2020-07-03,원화,2023-07-03,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.852,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-03,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,키움증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HALLA HOLDINGS/ Bd 20230703 Sr,,
06098,(주)한라홀딩스,KR6060982A74,B060982A7,일반사채 (116100),,상장,활성,2020-07-03,,한라홀딩스 12-2,HALLA HOLDINGS CORPORATION 12-2,회사채,,"39,000,000,000",2020-07-03,원화,2025-07-03,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,3.409,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-03,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,키움증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HALLA HOLDINGS/ Bd 20250703 Sr,,
06314,지에스이피에스(주),KR6063141A76,B063141A7,일반사채 (116100),,상장,활성,2020-07-13,,지에스이피에스 17-2,GS EPS 17-2,회사채,,"90,000,000,000",2020-07-13,원화,2025-07-13,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.632,,100,100,청약일 1영업일 전 5년 개별민평 -0.06%p,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-13,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,한국투자증권(주),,NICE신용평가," ",한국신용평가,,,DBFNFB,GS EPS/ Bd 20250713 Sr Ungtd,,
06314,지에스이피에스(주),KR6063142A75,B063142A7,일반사채 (116100),,상장,활성,2020-07-13,,지에스이피에스 17-1,GS EPS 17-1,회사채,,"70,000,000,000",2020-07-13,원화,2023-07-13,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.423,,100,100,청약일 1영업일 전 개별민평 -0.09%p.,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,상환일,3,절사,일자기준,,2020-10-13,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,한국투자증권(주),,NICE신용평가," ",한국신용평가,,,DBFNFB,GS EPS/ Bd 20230713 Sr Ungtd,,
06314,지에스이피에스(주),KR6063143A74,B063143A7,일반사채 (116100),,상장,활성,2020-07-13,,지에스이피에스 17-3,GS EPS 17-3,회사채,,"90,000,000,000",2020-07-13,원화,2030-07-13,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.211,,100,100,청약일 1영업일 전 10년 개별민평 -0.28%p,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-13,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,한국투자증권(주),,NICE신용평가," ",한국신용평가,,,DBFNFB,GS EPS/ Bd 20300713 Sr Ungtd,,
06332,한국수력원자력(주),KR6063321A52,B063321A5,일반사채 (116100),,상장,활성,2020-05-26,,한국수력원자력 57-1,KOREA HYDRO & NUCLEAR POWER 57-1,회사채,,"100,000,000,000",2020-05-25,원화,2025-05-25,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.382,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-25,비매출,,,무기명,,,,,한국예탁결제원,농협은행(주),엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFUFB,KHNP/1.382 Bd 20250525 Sr Ungtd,,
06332,한국수력원자력(주),KR6063321A60,B063321A6,일반사채 (116100),,상장,활성,2020-06-16,,한국수력원자력 58-1,KOREA HYDRO & NUCLEAR POWER 58-1,회사채,,"80,000,000,000",2020-06-15,원화,2025-06-15,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.335,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-15,비매출,,,무기명,,,,,한국예탁결제원,농협은행(주),KB증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFUFB,KHNP/1.335 Bd 20250615 Sr Ungtd,,
06332,한국수력원자력(주),KR6063322A51,B063322A5,일반사채 (116100),,상장,활성,2020-05-26,,한국수력원자력 57-2,KOREA HYDRO & NUCLEAR POWER 57-2,회사채,,"70,000,000,000",2020-05-25,원화,2040-05-25,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.572,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-25,비매출,,,무기명,,,,,한국예탁결제원,농협은행(주),엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFUFB,KHNP/1.572 Bd 20400525 Sr Ungtd,,
06332,한국수력원자력(주),KR6063322A69,B063322A6,일반사채 (116100),,상장,활성,2020-06-16,,한국수력원자력 58-2,KOREA HYDRO & NUCLEAR POWER 58-2,회사채,,"70,000,000,000",2020-06-15,원화,2040-06-15,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.629,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-15,비매출,,,무기명,,,,,한국예탁결제원,농협은행(주),KB증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFUFB,KHNP/1.629 Bd 20400615 Sr Ungtd,,
06332,한국수력원자력(주),KR6063323A50,B063323A5,일반사채 (116100),,상장,활성,2020-05-26,,한국수력원자력 57-3,KOREA HYDRO & NUCLEAR POWER 57-3,회사채,,"80,000,000,000",2020-05-25,원화,2050-05-25,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.59,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-25,비매출,,,무기명,,,,,한국예탁결제원,농협은행(주),엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFUFB,KHNP/1.590 Bd 20500525 Sr Ungtd,,
06332,한국수력원자력(주),KR6063323A68,B063323A6,일반사채 (116100),,상장,활성,2020-06-16,,한국수력원자력 58-3,KOREA HYDRO & NUCLEAR POWER 58-3,회사채,,"100,000,000,000",2020-06-15,원화,2050-06-15,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.661,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-15,비매출,,,무기명,,,,,한국예탁결제원,농협은행(주),KB증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFUFB,KHNP/1.661 Bd 20500615 Sr Ungtd,,
06362,한국서부발전(주),KR6063621A59,B063621A5,일반사채 (116100),,상장,활성,2020-05-28,,한국서부발전 43-1,KOREA WESTERN POWER 43-1,회사채,,"60,000,000,000",2020-05-28,원화,2025-05-28,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.402,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-28,비매출,,,무기명,,,,,한국예탁결제원,농협은행(주),미래에셋대우(주),,NICE신용평가," ",,한국기업평가,,DBFUFB,KOREA WESTERN/ Bd 20250528 Sr Ungtd,,
06362,한국서부발전(주),KR6063621A67,B063621A6,일반사채 (116100),,상장,활성,2020-06-23,,한국서부발전 44-1,KOREA WESTERN POWER 44-1,회사채,,"90,000,000,000",2020-06-23,원화,2025-06-23,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.424,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-23,비매출,,,무기명,,,,,한국예탁결제원,농협은행(주),미래에셋대우(주),,NICE신용평가," ",한국신용평가,,,DBFNFB,KOREA WESTERN/ Bd 20250623 Sr Ungtd,,
06362,한국서부발전(주),KR6063622A58,B063622A5,일반사채 (116100),,상장,활성,2020-05-28,,한국서부발전 43-2,KOREA WESTERN POWER 43-2,회사채,,"100,000,000,000",2020-05-28,원화,2040-05-28,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.588,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-28,비매출,,,무기명,,,,,한국예탁결제원,농협은행(주),미래에셋대우(주),,NICE신용평가," ",,한국기업평가,,DBFUFB,KOREA WESTERN/ Bd 20400528 Sr Ungtd,,
06362,한국서부발전(주),KR6063622A66,B063622A6,일반사채 (116100),,상장,활성,2020-06-23,,한국서부발전 44-2,KOREA WESTERN POWER 44-2,회사채,,"60,000,000,000",2020-06-23,원화,2040-06-23,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.692,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-23,비매출,,,무기명,,,,,한국예탁결제원,농협은행(주),미래에셋대우(주),,NICE신용평가," ",한국신용평가,,,DBFNFB,KOREA WESTERN/ Bd 20400623 Sr Ungtd,,
06362,한국서부발전(주),KR6063623A57,B063623A5,일반사채 (116100),,상장,활성,2020-05-28,,한국서부발전 43-3,KOREA WESTERN POWER 43-3,회사채,,"90,000,000,000",2020-05-28,원화,2050-05-28,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.615,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-28,비매출,,,무기명,,,,,한국예탁결제원,농협은행(주),미래에셋대우(주),,NICE신용평가," ",,한국기업평가,,DBFUFB,KOREA WESTERN/ Bd 20500528 Sr Ungtd,,
06431,한국남부발전(주),KR6064311A60,B064311A6,일반사채 (116100),,상장,활성,2020-06-19,,한국남부발전 53-1,KOREA SOUTHERN POWER 53-1,회사채,,"120,000,000,000",2020-06-18,원화,2025-06-18,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.367,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-18,비매출,,,무기명,,,,,한국예탁결제원,농협은행(주),KB증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,KOREA SOUTHERN/1.367 Bd 20250618 Sr,,
06431,한국남부발전(주),KR6064312A69,B064312A6,일반사채 (116100),,상장,활성,2020-06-19,,한국남부발전 53-2,KOREA SOUTHERN POWER 53-2,회사채,,"80,000,000,000",2020-06-18,원화,2040-06-18,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.657,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-18,비매출,,,무기명,,,,,한국예탁결제원,농협은행(주),KB증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,KOREA SOUTHERN/1.657 Bd 20400618 Sr,,
06431,한국남부발전(주),KR6064313A68,B064313A6,일반사채 (116100),,상장,활성,2020-06-26,,한국남부발전 54-1,KOREA SOUTHERN POWER 54-1,회사채,,"120,000,000,000",2020-06-25,원화,2025-06-25,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.34,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-25,비매출,,,무기명,,,,,한국예탁결제원,농협은행(주),엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,KOREA SOUTHERN/1.340 Bd 20250625 Sr,,
06431,한국남부발전(주),KR6064314A67,B064314A6,일반사채 (116100),,상장,활성,2020-06-26,,한국남부발전 54-2,KOREA SOUTHERN POWER 54-2,회사채,,"100,000,000,000",2020-06-25,원화,2040-06-25,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.662,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-25,비매출,,,무기명,,,,,한국예탁결제원,농협은행(주),엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,KOREA SOUTHERN/1.662 Bd 20400625 Sr,,
