발행기관코드,발행기관명,표준코드,단축코드,채권분류,변경전 발행기관코드,상장여부,활성여부,상장일,상장폐지일,한글종목명,영문종목명,채권유형,지방채구분,발행금액,발행일,발행통화,상환일,특이채권유형,보증담보,보증률(%),이자지급방법,발행방법,발행구분,크라우드펀딩여부,표면이자율 확정여부,표면이자율(%),낙찰금리(%),발행가액(%),만기상환율(%),특이발행조건,옵션,선/후/중순위,상환방법,물가연동구분,참조지수(%),신종자본증권여부,조건부자본증권 유형,유동화,휴무관련(원금),이자지급기준,경과금리(%),휴무관련(이자),이자 선/후급,이자지급주기(개월),이자지급기준일구분,이자계산주기(개월),이자원단위 미만처리,이자월말구분,단수일이자기준,최초이자지급일,매출형태,선매출이자 지급방법,선/후매출일,기명구분,보장수익률(%),보장수익률적용일,추가수익률(%),추가수익률적용일,(전자)등록기관,원리금지급대행기관,대표주관회사,보증기관,신용평가기관1,신용등급,신용평가기관2,신용평가기관3,신용평가기관4,CFI,FISN,Call 주체,Call 사유
00001,(주)신한은행,KR6000011A67,B000011A6,일반은행채 (116210),,상장,활성,2020-06-25,,신한은행 24-06-이-1-A(변동),SHINHAN BANK 24-06-COUP1A,회사채,,"100,000,000,000",2020-06-23,원화,2021-06-23,일반채권,무보증,,변동금리형-이표채,공모-간접발행,국내발행,NO,확정,0.66,,100,100,CD1개월물 + 0.1%,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자있음),,,직후영업일(경과이자없음),후급,1,발행일,1,절사,일자기준,,2020-07-23,비매출,,,무기명,,,,,한국예탁결제원,(주)신한은행,아이비케이투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBVNFB,SHINHAN  BK/Vari Bd 20210623 Sr,,
00001,(주)신한은행,KR6000011A75,B000011A7,일반은행채 (116210),,상장,활성,2020-07-16,,신한은행 24-07-할-1-A,SHINHAN BANK 24-07-DIS1A,회사채,,"300,000,000,000",2020-07-14,원화,2021-07-14,일반채권,무보증,,고정금리형-할인채,공모-간접발행,국내발행,NO,확정,0.8,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자있음),,,직후영업일(경과이자없음),선급,,발행일,,절사,일자기준,,,비매출,,,무기명,,,,,한국예탁결제원,(주)신한은행,하나금융투자(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBZNFB,SHINHAN  BK/Disc Bd 20210714 Sr,,
00001,(주)신한은행,KR6000012A66,B000012A6,일반은행채 (116210),,상장,활성,2020-06-25,,신한은행 24-06-할-8M-A,SHINHAN BANK 24-06-DIS8M-A,회사채,,"150,000,000,000",2020-06-24,원화,2021-02-24,일반채권,무보증,,고정금리형-할인채,공모-간접발행,국내발행,NO,확정,0.81,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자있음),,,직후영업일(경과이자없음),후급,,발행일,,절사,일자기준,,,비매출,,,무기명,,,,,한국예탁결제원,(주)신한은행,하나금융투자(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBZNFB,SHINHAN  BK/Disc Bd 20210224 Sr,,
00003,(주)우리은행,KR6000031A55,B000031A5,일반은행채 (116210),,상장,활성,2020-05-13,,우리은행 2020-1 이중상환,WOORI BANK 2020-1 (Covered),회사채,,"200,000,000,000",2020-05-12,원화,2025-05-12,일반채권,커버드본드,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.44,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자있음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-12,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,교보증권(주),,NICE신용평가," ",한국신용평가,,,DBFSFB,Woori Bank/1.44 Bd 20250512 Sr,,
00003,(주)우리은행,KR6000031A63,B000031A6,일반은행채 (116210),,상장,활성,2020-06-09,,우리은행 24-06-이표03-갑-08,WOORI BANK 24-06-COUP03-@-08,회사채,,"100,000,000,000",2020-06-08,원화,2023-06-08,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.19,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자있음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-08,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,하나금융투자(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,Woori Bank/1.19 Bd 20230608 Sr,,
00003,(주)우리은행,KR6000031A71,B000031A7,일반은행채 (116210),,상장,활성,2020-07-14,,우리은행 24-07-이표02갑13(지),WOORI BANK 24-07-COUP02@13(T),회사채,,"200,000,000,000",2020-07-13,원화,2022-07-13,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,0.93,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자있음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-13,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,삼성증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,Woori Bank/0.93 Bd 20220713 Sr,,
00003,(주)우리은행,KR6000032A54,B000032A5,일반은행채 (116210),,상장,활성,2020-05-14,,우리은행 24-05-이표03-갑-13,WOORI BANK 24-05-COUP03-@-13,회사채,,"200,000,000,000",2020-05-13,원화,2023-05-13,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.22,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자있음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-13,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,하나금융투자(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,Woori Bank/1.22 Bd 20230513 Sr,,
00003,(주)우리은행,KR6000032A62,B000032A6,일반은행채 (116210),,상장,활성,2020-06-19,,우리은행조건부자본증권(상) 24-06-이(후)10-갑-18,WOORI BANK CoCoBond(PWD) 24-06-COUP(D)10@-18,회사채,,"300,000,000,000",2020-06-18,원화,2030-06-18,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.2,,100,100,중도상환 금지,,후순위,만기상환,NO,,NO,상각형,,직후영업일(경과이자있음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-18,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,키움증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFQFB,Woori Bank/2.2 Bd 20300618 Jr Ungtd,,
00008,하이트진로(주),KR6000081A62,B000081A6,일반사채 (116100),,상장,활성,2020-06-09,,하이트진로 128-1,HITEJINRO 128-1,회사채,,"100,000,000,000",2020-06-09,원화,2023-06-09,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.633,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-09-09,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,엔에이치투자증권(주),,NICE신용평가," ",,한국기업평가,,DBFNFB,HITE JINRO/ Bd 20230609 Sr Ungtd,,
00008,하이트진로(주),KR6000082A61,B000082A6,일반사채 (116100),,상장,활성,2020-06-09,,하이트진로 128-2,HITEJINRO 128-2,회사채,,"48,000,000,000",2020-06-09,원화,2025-06-09,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.858,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-09-09,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,엔에이치투자증권(주),,NICE신용평가," ",,한국기업평가,,DBFNFB,HITE JINRO/ Bd 20250609 Sr Ungtd,,
00021,대림산업(주),KR6000211A57,B000211A5,일반사채 (116100),,상장,활성,2020-05-28,,대림산업 264-1,DAELIM INDUSTRIAL 264-1,회사채,,"120,000,000,000",2020-05-28,원화,2023-05-26,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.728,,100,100,마지막 이자만 365일 일할계산,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-08-28,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,KB증권(주),,," ",한국신용평가,한국기업평가,,DBFNFB,DAELIM IND/ Bd 20230526 Sr Ungtd,,
00021,대림산업(주),KR6000212A56,B000212A5,일반사채 (116100),,상장,활성,2020-05-28,,대림산업 264-2,DAELIM INDUSTRIAL 264-2,회사채,,"80,000,000,000",2020-05-28,원화,2025-05-28,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.948,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-28,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,KB증권(주),,," ",한국신용평가,한국기업평가,,DBFNFB,DAELIM IND/ Bd 20250528 Sr Ungtd,,
00040,롯데손해보험(주),KR6000401A57,B000401A5,일반사채 (116100),,상장,활성,2020-05-07,,롯데손해보험 8(후),Lotte Non-Life Insurance 8(D),회사채,,"90,000,000,000",2020-05-07,원화,2030-05-07,일반채권,무보증,,변동금리형-이표채,공모-간접발행,국내발행,NO,확정,5,,100,100,발행일로부터 5년째 되는날 이자율 조정,Call(콜),후순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-07,비매출,,,무기명,,,,,한국예탁결제원,(주)신한은행,메리츠증권(주),,," ",한국신용평가,한국기업평가,,DBVQGB,Lotte Insurance/Vari Bd 20300507 Jr,발행기관,금감원 승인 후 발행기관 요청 시
00054,흥국화재해상보험(주),KR6000541A74,B000541A7,일반사채 (116100),,상장,활성,2020-07-31,,흥국화재해상보험 19,Heungkuk Fire&Marine Insurance 19,회사채,,"40,000,000,000",2020-07-30,원화,2030-07-30,일반채권,무보증,,변동금리형-이표채,공모-간접발행,국내발행,NO,확정,4.8,,100,100,발행일로부터 5년째 되는날 이자율 조정,Call(콜),후순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-30,비매출,,,무기명,,,,,한국예탁결제원,(주)신한은행,메리츠증권(주),,NICE신용평가," ",한국신용평가,,,DBVQGB,Heungkuk F&M/Vari Bd 20300730 Jr,발행기관,금감원 승인 후 발행기관 요청 시
00064,동아쏘시오홀딩스(주),KR6000641A57,B000641A5,일반사채 (116100),,상장,활성,2020-05-08,,동아쏘시오홀딩스 104,Dong-A Socio Holdings 104,회사채,,"52,000,000,000",2020-05-08,원화,2023-05-08,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.556,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-08,비매출,,,무기명,,,,,한국예탁결제원,(주)신한은행,엔에이치투자증권(주),,," ",한국신용평가,한국기업평가,,DBFNFB,Donga Socio/ Bd 20230508 Sr Ungtd,,
00088,(주)한화,KR6000881A64,B000881A6,일반사채 (116100),,상장,활성,2020-06-11,,한화 228,HANWHA 228,회사채,,"97,000,000,000",2020-06-11,원화,2023-06-09,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.388,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-11,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,엔에이치투자증권(주),,NICE신용평가," ",,한국기업평가,,DBFNFB,HANWHA/ Bd 20230609 Sr Ungtd,,
00112,(주)LG상사,KR6001122A53,B001122A5,일반사채 (116100),,상장,활성,2020-05-27,,LG상사 120-1,LG INTERNATIONAL 120-1,회사채,,"90,000,000,000",2020-05-27,원화,2023-05-27,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.803,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-27,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,LG INT/ Bd 20230527 Sr Ungtd,,
00112,(주)LG상사,KR6001123A52,B001123A5,일반사채 (116100),,상장,활성,2020-05-27,,LG상사 120-2,LG INTERNATIONAL 120-2,회사채,,"50,000,000,000",2020-05-27,원화,2025-05-27,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.071,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-27,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,LG INT/ Bd 20250527 Sr Ungtd,,
00179,대한제당(주),KR6001791A53,B001791A5,일반사채 (116100),,상장,활성,2020-05-11,,대한제당 123-1,TS CORPORATION 123-1,회사채,,"25,000,000,000",2020-05-11,원화,2023-05-11,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.635,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-11,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,신한금융투자(주),,," ",한국신용평가,한국기업평가,,DBFUFB,TS/2.2 Bd 20230511 Sr Ungtd,,
00179,대한제당(주),KR6001792A52,B001792A5,일반사채 (116100),,상장,활성,2020-05-11,,대한제당 123-2,TS CORPORATION 123-2,회사채,,"15,000,000,000",2020-05-11,원화,2025-05-09,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,3.342,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-08-11,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,신한금융투자(주),,," ",한국신용평가,한국기업평가,,DBFUFB,TS/2.2 Bd 20250509 Sr Ungtd,,
00232,(주)한진,KR6002322A75,B002322A7,일반사채 (116100),,상장,활성,2020-07-31,,한진 92,HANJIN TRANSPORTATION 92,회사채,,"30,000,000,000",2020-07-31,원화,2023-07-31,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,4.052,,100,100,D-1 4사 3년 개별민평 +0.55%p.,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-31,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,KB증권(주),,," ",한국신용평가,한국기업평가,,DBFNFB,HANJIN TRNSPT/ Bd 20230731 Sr Ungtd,,
00238,(주)케이씨씨,KR6002381A65,B002381A6,일반사채 (116100),,상장,활성,2020-06-02,,케이씨씨 68,KCC 68,회사채,,"150,000,000,000",2020-06-02,원화,2023-06-02,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.242,,100,100,청약일(2020.06.02) 1영업일 전 3년개별민평 +0.60%,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-02,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,한국투자증권(주),,NICE신용평가," ",,한국기업평가,,DBFUFB,KCC/ Bd 20230602 Sr Ungtd,,
00330,한일홀딩스(주),KR6003301A52,B003301A5,일반사채 (116100),,상장,활성,2020-05-13,,한일홀딩스 68,HANIL HOLDINGS 68,회사채,,"150,000,000,000",2020-05-13,원화,2023-05-13,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.469,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-13,비매출,,,무기명,,,,,한국예탁결제원,(주)신한은행,신한금융투자(주),,NICE신용평가," ",한국신용평가,,,DBFUFB,HANIL HOLDINGS/ Bd 20230513 Sr,,
00334,에스케이건설(주),KR6003341A62,B003341A6,일반사채 (116100),,상장,활성,2020-06-23,,SK건설 162-1,SK CONSTRUCTION 162-1,회사채,,"50,000,000,000",2020-06-23,원화,2022-06-23,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,3.19,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-23,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,키움증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFUFB,SK E&C/3.19 Bd 20220623 Sr Ungtd,,
00334,에스케이건설(주),KR6003342A61,B003342A6,일반사채 (116100),,상장,활성,2020-06-23,,SK건설 162-2,SK CONSTRUCTION 162-2,회사채,,"100,000,000,000",2020-06-23,원화,2023-06-23,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,3.8,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-23,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,키움증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFUFB,SK E&C/3.80 Bd 20230623 Sr Ungtd,,
00345,KB증권(주),KR6003451A68,B003451A6,일반사채 (116100),,상장,활성,2020-06-11,,KB증권 38-1,KB SECURITIES 38-1,회사채,,"170,000,000,000",2020-06-11,원화,2022-06-10,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.449,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-09-11,비매출,,,무기명,,,,,한국예탁결제원,(주)국민은행,대신증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,KB SECURITIES/ Bd 20220610 Sr Ungtd,,
00345,KB증권(주),KR6003452A67,B003452A6,일반사채 (116100),,상장,활성,2020-06-11,,KB증권 38-2,KB SECURITIES 38-2,회사채,,"130,000,000,000",2020-06-11,원화,2023-06-09,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.544,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-09-11,비매출,,,무기명,,,,,한국예탁결제원,(주)국민은행,대신증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,KB SECURITIES/ Bd 20230609 Sr Ungtd,,
00354,대신증권(주),KR6003541A78,B003541A7,일반사채 (116100),,상장,활성,2020-07-24,,대신증권 20-2,DAISHIN SECURITIES 20-2,회사채,,"100,000,000,000",2020-07-24,원화,2023-07-24,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.077,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-24,비매출,,,무기명,,,,,한국예탁결제원,(주)국민은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,,,DBFNFB,DAISHIN SECU/ Bd 20230724 Sr Ungtd,,
00367,(주)포스코케미칼,KR6003671A62,B003671A6,일반사채 (116100),,상장,활성,2020-06-12,,포스코케미칼 16-1,POSCO CHEMICAL 16-1,회사채,,"110,000,000,000",2020-06-12,원화,2023-06-12,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.561,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-12,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,삼성증권(주),,," ",한국신용평가,한국기업평가,,DBFUFB,POSCO CHEMICAL/ Bd 20230612 Sr,,
00367,(주)포스코케미칼,KR6003672A61,B003672A6,일반사채 (116100),,상장,활성,2020-06-12,,포스코케미칼 16-2,POSCO CHEMICAL 16-2,회사채,,"100,000,000,000",2020-06-12,원화,2025-06-12,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.765,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-12,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,삼성증권(주),,," ",한국신용평가,한국기업평가,,DBFUFB,POSCO CHEMICAL/ Bd 20250612 Sr,,
00385,보령제약(주),KR6003851A64,B003851A6,일반사채 (116100),,상장,활성,2020-06-17,,보령제약 51,BORYUNG PHARM 51,회사채,,"78,000,000,000",2020-06-17,원화,2023-06-16,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.47,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-17,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,미래에셋대우(주),,NICE신용평가," ",,한국기업평가,,DBFNFB,BORYUNG PHARM/ Bd 20230616 Sr Ungtd,,
00402,현대제철(주),KR6004021A75,B004021A7,일반사채 (116100),,상장,활성,2020-07-14,,현대제철 129-1,HYUNDAI STEEL 129-1,회사채,,"220,000,000,000",2020-07-14,원화,2023-07-14,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.616,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-14,비매출,,,무기명,,,,,한국예탁결제원,(주)신한은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFUFB,HYUNDAI STEEL/ Bd 20230714 Sr Ungtd,,
00402,현대제철(주),KR6004022A74,B004022A7,일반사채 (116100),,상장,활성,2020-07-14,,현대제철 129-2,HYUNDAI STEEL 129-2,회사채,,"240,000,000,000",2020-07-14,원화,2025-07-14,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.02,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-14,비매출,,,무기명,,,,,한국예탁결제원,(주)신한은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFUFB,HYUNDAI STEEL/ Bd 20250714 Sr Ungtd,,
00402,현대제철(주),KR6004023A73,B004023A7,일반사채 (116100),,상장,활성,2020-07-14,,현대제철 129-3,HYUNDAI STEEL 129-3,회사채,,"40,000,000,000",2020-07-14,원화,2030-07-14,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.401,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-14,비매출,,,무기명,,,,,한국예탁결제원,(주)신한은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFUFB,HYUNDAI STEEL/ Bd 20300714 Sr Ungtd,,
00405,현대오일뱅크(주),KR6004051A78,B004051A7,일반사채 (116100),,상장,활성,2020-07-06,,현대오일뱅크 123-1,Hyundai Oilbank 123-1,회사채,,"190,000,000,000",2020-07-06,원화,2023-07-06,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.664,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-06,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,미래에셋대우(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,Hyundai Oilbank/ Bd 20230706 Sr,,
00405,현대오일뱅크(주),KR6004052A77,B004052A7,일반사채 (116100),,상장,활성,2020-07-06,,현대오일뱅크 123-2,Hyundai Oilbank 123-2,회사채,,"50,000,000,000",2020-07-06,원화,2025-07-06,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.883,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-06,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,미래에셋대우(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,Hyundai Oilbank/ Bd 20250706 Sr,,
00405,현대오일뱅크(주),KR6004053A76,B004053A7,일반사채 (116100),,상장,활성,2020-07-06,,현대오일뱅크 123-3,Hyundai Oilbank 123-3,회사채,,"60,000,000,000",2020-07-06,원화,2030-07-06,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.434,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-06,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,미래에셋대우(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,Hyundai Oilbank/ Bd 20300706 Sr,,
00469,삼천리(주),KR6004691A58,B004691A5,일반사채 (116100),,상장,활성,2020-05-28,,삼천리 21-1,SAMCHULLY 21-1,회사채,,"140,000,000,000",2020-05-28,원화,2023-05-28,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.509,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-28,비매출,,,무기명,,,,,한국예탁결제원,(주)국민은행,미래에셋대우(주),,NICE신용평가," ",한국신용평가,,,DBFUFB,SAMCHULLY/ Bd 20230528 Sr Ungtd,,
00469,삼천리(주),KR6004692A57,B004692A5,일반사채 (116100),,상장,활성,2020-05-28,,삼천리 21-2,SAMCHULLY 21-2,회사채,,"60,000,000,000",2020-05-28,원화,2025-05-28,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.676,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-28,비매출,,,무기명,,,,,한국예탁결제원,(주)국민은행,미래에셋대우(주),,NICE신용평가," ",한국신용평가,,,DBFUFB,SAMCHULLY/ Bd 20250528 Sr Ungtd,,
00527,(주)대구은행,KR6005271A53,B005271A5,일반은행채 (116210),,상장,활성,2020-05-14,,대구은행 41-05이24A-13,DAEGU BANK 41-05COUP24A-13,회사채,,"100,000,000,000",2020-05-13,원화,2022-05-13,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.18,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자있음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-08-13,비매출,,,무기명,,,,,한국예탁결제원,(주)대구은행,교보증권(주),,NICE신용평가," ",,한국기업평가,,DBFNFB,DAEGU BK/1.18 Bd 20220513 Sr Ungtd,,
