발행기관코드,발행기관명,표준코드,단축코드,채권분류,변경전 발행기관코드,상장여부,활성여부,상장일,상장폐지일,한글종목명,영문종목명,채권유형,지방채구분,발행금액,발행일,발행통화,상환일,특이채권유형,보증담보,보증률(%),이자지급방법,발행방법,발행구분,크라우드펀딩여부,표면이자율 확정여부,표면이자율(%),낙찰금리(%),발행가액(%),만기상환율(%),특이발행조건,옵션,선/후/중순위,상환방법,물가연동구분,참조지수(%),신종자본증권여부,조건부자본증권 유형,유동화,휴무관련(원금),이자지급기준,경과금리(%),휴무관련(이자),이자 선/후급,이자지급주기(개월),이자지급기준일구분,이자계산주기(개월),이자원단위 미만처리,이자월말구분,단수일이자기준,최초이자지급일,매출형태,선매출이자 지급방법,선/후매출일,기명구분,보장수익률(%),보장수익률적용일,추가수익률(%),추가수익률적용일,(전자)등록기관,원리금지급대행기관,대표주관회사,보증기관,신용평가기관1,신용등급,신용평가기관2,신용평가기관3,신용평가기관4,CFI,FISN,Call 주체,Call 사유
00003,(주)우리은행,KR6000033AA1,B000033AA,일반은행채 (116210),,상장,활성,2020-10-19,,우리은행 24-10-이표02-갑-16,WOORI BANK 24-10-COUP02-@-16,회사채,,"500,000,000,000",2020-10-16,원화,2022-10-16,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,0.99,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자있음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2021-01-16,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,하나금융투자(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,Woori Bank/0.99 Bd 20221016 Sr,,
00011,(주)한국스탠다드차타드은행,KR6000111AA5,B000111AA,일반은행채 (116210),,상장,활성,2020-10-19,,스탠다드차타드은행(이중상환) 2020-0001,StandardCharteredBank(Covered) 2020-0001,회사채,,"250,000,000,000",2020-10-16,원화,2025-10-16,일반채권,커버드본드,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.42,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자있음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2021-01-16,비매출,,,무기명,,,,,한국예탁결제원,(주)한국스탠다드차타드은행,하나금융투자(주),,NICE신용평가," ",,한국기업평가,,DBFSFB,SCBank/1.42 Bd 20251016 Sr,,
00015,(주)두산,KR6000151A91,B000151A9,일반사채 (116100),,상장,활성,2020-09-18,,두산 302,DOOSAN 302,회사채,,"50,000,000,000",2020-09-18,원화,2022-09-16,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,5.4,,100,100,마지막 이자만 365일 일할계산,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-12-18,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,KB증권(주),,NICE신용평가," ",,한국기업평가,,DBFNFB,DOOSAN/5.4 Bd 20220916 Sr Ungtd,,
00072,현대건설(주),KR6000721A92,B000721A9,일반사채 (116100),,상장,활성,2020-09-02,,현대건설 304-1,HYUNDAI ENGINEERING & CONSTRUCTION 304-1,회사채,,"200,000,000,000",2020-09-02,원화,2023-09-02,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.518,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-12-02,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,,,DBFNFB,HYUNDAI ENG &/ Bd 20230902 Sr Ungtd,,
00072,현대건설(주),KR6000722A91,B000722A9,일반사채 (116100),,상장,활성,2020-09-02,,현대건설 304-2,HYUNDAI ENGINEERING & CONSTRUCTION 304-2,회사채,,"130,000,000,000",2020-09-02,원화,2025-09-02,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.817,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-12-02,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,,,DBFNFB,HYUNDAI ENG &/ Bd 20250902 Sr Ungtd,,
00072,현대건설(주),KR6000723A90,B000723A9,일반사채 (116100),,상장,활성,2020-09-02,,현대건설 304-3,HYUNDAI ENGINEERING & CONSTRUCTION 304-3,회사채,,"80,000,000,000",2020-09-02,원화,2030-09-02,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.601,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-12-02,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,,,DBFNFB,HYUNDAI ENG &/ Bd 20300902 Sr Ungtd,,
00235,넥센타이어(주),KR6002351AA5,B002351AA,일반사채 (116100),,상장,활성,2020-10-07,,넥센타이어 54,NEXEN TIRE CORPORATION 54,회사채,,"150,000,000,000",2020-10-07,원화,2023-10-06,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.69,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2021-01-07,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,한국투자증권(주),,NICE신용평가," ",한국신용평가,,,DBFNFB,NEXEN TIRE/ Bd 20231006 Sr Ungtd,,
00341,쌍용양회공업(주),KR6003411A91,B003411A9,일반사채 (116100),,상장,활성,2020-09-25,,쌍용양회공업 315,SSANGYONG CEMENT INDUSTRY 315,회사채,,"150,000,000,000",2020-09-25,원화,2023-09-25,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.319,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-12-25,비매출,,,무기명,,,,,한국예탁결제원,(주)신한은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFUFB,SSANGYONG/ Bd 20230925 Sr Ungtd,,
00471,한솔테크닉스(주),KR6004711AA8,B004711AA,일반사채 (116100),,상장,활성,2020-10-06,,한솔테크닉스 67,Hansol Technics 67,회사채,,"30,000,000,000",2020-10-06,원화,2022-04-06,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,3.3,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2021-01-06,비매출,,,무기명,,,,,한국예탁결제원,농협은행(주),키움증권(주),,NICE신용평가," ",,한국기업평가,,DBFUFB,Hansol Technics/3.3 Bd 20220406 Sr,,
00487,(주)티웨이홀딩스,KR6004871AA0,B004871AA,일반사채 (116100),,상장,활성,2020-10-22,,티웨이홀딩스 24,T'way Holdings Incorporation 24,회사채,,"30,000,000,000",2020-10-22,원화,2023-10-22,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2,,100,106.3412,"분리형BW, 만기보장수익률 연4.0%(3개월 복리), 현금및대용납입",Put(풋),선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2021-01-22,비매출,,,무기명,4,2023-10-22,,,한국예탁결제원,(주)우리은행,KB증권(주),,NICE신용평가," ",한국신용평가,,,DBFUCB,Tway Holdings/2 Bd 20231022 Sr,,
00494,(주)하나은행,KR6004942A89,B004942A8,일반은행채 (116210),,상장,활성,2020-08-14,,하나은행 조건부자본증권(상) 43-08이10갑-13(후),Hana Bank CoCoBond(PWD) 43-08COUP10@-13(D),회사채,,"340,000,000,000",2020-08-13,원화,2030-08-13,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.14,,100,100,발행 2영업일 전 10년 국고민평+0.80%p,,후순위,만기상환,NO,,NO,상각형,,직후영업일(경과이자있음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-11-13,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,KB증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFQFB,KEB Hana Bank/2.140 Bd 20300813 Jr,,
00499,롯데지주(주),KR6004991A97,B004991A9,일반사채 (116100),,상장,활성,2020-09-02,,롯데지주 9-1,Lotte Corporation 9-1,회사채,,"100,000,000,000",2020-09-02,원화,2023-09-01,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.629,,100,100,D-1 4사 3년 개별민평 -0.03%p.,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-12-02,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,KB증권(주),,NICE신용평가," ",한국신용평가,,,DBFNFB,LOTTE/ Bd 20230901 Sr Ungtd,,
00499,롯데지주(주),KR6004992A96,B004992A9,일반사채 (116100),,상장,활성,2020-09-02,,롯데지주 9-2,Lotte Corporation 9-2,회사채,,"100,000,000,000",2020-09-02,원화,2025-09-02,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.813,,100,100,D-1 4사 5년 개별민평 -0.04%p.,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-12-02,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,KB증권(주),,NICE신용평가," ",한국신용평가,,,DBFNFB,LOTTE/ Bd 20250902 Sr Ungtd,,
00499,롯데지주(주),KR6004993A95,B004993A9,일반사채 (116100),,상장,활성,2020-09-02,,롯데지주 9-3(지),Lotte Corporation 9-3(T),회사채,,"50,000,000,000",2020-09-02,원화,2030-09-02,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.589,,100,100,D-1 4사 10년 개별민평 +0.30%p.,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-12-02,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,KB증권(주),,NICE신용평가," ",한국신용평가,,,DBFNFB,LOTTE/ Bd 20300902 Sr Ungtd,,
00528,(주)부산은행,KR6005281A85,B005281A8,일반은행채 (116210),,상장,활성,2020-08-31,,부산은행 2020-08이3.0A-28,BUSAN BANK 2020-08-COUP3.0A-28,회사채,,"50,000,000,000",2020-08-28,원화,2023-08-28,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.07,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자있음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-11-28,비매출,,,무기명,,,,,한국예탁결제원,(주)부산은행,교보증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,BUSAN BANK/1.07 Bd 20230828 Sr,,
00528,(주)부산은행,KR6005281A93,B005281A9,일반은행채 (116210),,상장,활성,2020-09-14,,부산은행 2020-09이1.5A-11,BUSAN BANK 2020-09-COUP1.5A-11,회사채,,"60,000,000,000",2020-09-11,원화,2022-03-11,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자있음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-12-11,비매출,,,무기명,,,,,한국예탁결제원,(주)부산은행,교보증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,BUSAN BANK/1.00 Bd 20220311 Sr,,
00528,(주)부산은행,KR6005282A84,B005282A8,일반은행채 (116210),,상장,활성,2020-09-01,,부산은행 2020-08이1.5A-31,BUSAN BANK 2020-08-COUP1.5A-31,회사채,,"50,000,000,000",2020-08-31,원화,2022-02-28,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,0.94,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자있음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,말일기준,,2020-11-30,비매출,,,무기명,,,,,한국예탁결제원,(주)부산은행,DB금융투자(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,BUSAN BANK/0.94 Bd 20220228 Sr,,
00528,(주)부산은행,KR6005282A92,B005282A9,일반은행채 (116210),,상장,활성,2020-09-28,,부산은행 2020-09이1.5A-25,BUSAN BANK 2020-09-COUP1.5A-25,회사채,,"140,000,000,000",2020-09-25,원화,2022-03-25,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,0.99,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자있음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-12-25,비매출,,,무기명,,,,,한국예탁결제원,(주)부산은행,이베스트투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,BUSAN BANK/0.99 Bd 20220325 Sr,,
00594,엔에이치투자증권(주),KR6005941A95,B005941A9,일반사채 (116100),,상장,활성,2020-09-28,,엔에이치투자증권 61-1,NH INVESTMENT & SECURITIES 61-1,회사채,,"150,000,000,000",2020-09-28,원화,2023-09-27,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.348,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-12-28,비매출,,,무기명,,,,,한국예탁결제원,농협은행(주),SK증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,NHIS/ Bd 20230927 Sr Ungtd,,
00594,엔에이치투자증권(주),KR6005942A94,B005942A9,일반사채 (116100),,상장,활성,2020-09-28,,엔에이치투자증권 61-2,NH INVESTMENT & SECURITIES 61-2,회사채,,"150,000,000,000",2020-09-28,원화,2025-09-28,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.55,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-12-28,비매출,,,무기명,,,,,한국예탁결제원,농협은행(주),SK증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,NHIS/ Bd 20250928 Sr Ungtd,,
