발행기관코드,발행기관명,표준코드,단축코드,채권분류,변경전 발행기관코드,상장여부,활성여부,상장일,상장폐지일,한글종목명,영문종목명,채권유형,지방채구분,발행금액,발행일,발행통화,상환일,특이채권유형,보증담보,보증률(%),이자지급방법,발행방법,발행구분,크라우드펀딩여부,표면이자율 확정여부,표면이자율(%),낙찰금리(%),발행가액(%),만기상환율(%),특이발행조건,옵션,선/후/중순위,상환방법,물가연동구분,참조지수(%),신종자본증권여부,조건부자본증권 유형,유동화,휴무관련(원금),이자지급기준,경과금리(%),휴무관련(이자),이자 선/후급,이자지급주기(개월),이자지급기준일구분,이자계산주기(개월),이자원단위 미만처리,이자월말구분,단수일이자기준,최초이자지급일,매출형태,선매출이자 지급방법,선/후매출일,기명구분,보장수익률(%),보장수익률적용일,추가수익률(%),추가수익률적용일,(전자)등록기관,원리금지급대행기관,대표주관회사,보증기관,신용평가기관1,신용등급,신용평가기관2,신용평가기관3,신용평가기관4,CFI,FISN,Call 주체,Call 사유
01945,(주)아이비케이캐피탈,KR601945AA87,B01945AA8,할부금융채권 (116250),,상장,활성,2020-08-28,,아이비케이캐피탈 220-5,IBK CAPITAL CORPORATION 220-5,회사채,,"30,000,000,000",2020-08-27,원화,2025-08-27,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.659,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-11-27,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,KB증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.659 Bd 20250827 Sr,,
01980,하나캐피탈(주),KR6019801A87,B019801A8,할부금융채권 (116250),,상장,활성,2020-08-12,,하나캐피탈 311-1,HANA CAPITAL 311-1,회사채,,"20,000,000,000",2020-08-11,원화,2022-11-11,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.344,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-11-11,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,KB증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.344 Bd 20221111 Sr,,
01980,하나캐피탈(주),KR6019801A95,B019801A9,할부금융채권 (116250),,상장,활성,2020-09-11,,하나캐피탈 313-1,HANA CAPITAL 313-1,회사채,,"40,000,000,000",2020-09-10,원화,2022-09-09,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.469,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-12-10,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.469 Bd 20220909 Sr,,
01980,하나캐피탈(주),KR6019801AA0,B019801AA,할부금융채권 (116250),,상장,활성,2020-10-13,,하나캐피탈 315-1,HANA CAPITAL 315-1,회사채,,"30,000,000,000",2020-10-12,원화,2022-10-12,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.341,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2021-01-12,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.341 Bd 20221012 Sr,,
01980,하나캐피탈(주),KR6019802A86,B019802A8,할부금융채권 (116250),,상장,활성,2020-08-12,,하나캐피탈 311-2,HANA CAPITAL 311-2,회사채,,"40,000,000,000",2020-08-11,원화,2023-05-11,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.447,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-11-11,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,KB증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.447 Bd 20230511 Sr,,
01980,하나캐피탈(주),KR6019802A94,B019802A9,할부금융채권 (116250),,상장,활성,2020-09-11,,하나캐피탈 313-2,HANA CAPITAL 313-2,회사채,,"60,000,000,000",2020-09-10,원화,2023-03-10,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.543,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,상환일,3,절사,일자기준,,2020-12-10,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.543 Bd 20230310 Sr,,
01980,하나캐피탈(주),KR6019802AA8,B019802AA,할부금융채권 (116250),,상장,활성,2020-10-13,,하나캐피탈 315-2,HANA CAPITAL 315-2,회사채,,"40,000,000,000",2020-10-12,원화,2023-04-12,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.417,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2021-01-12,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.417 Bd 20230412 Sr,,
01980,하나캐피탈(주),KR6019803A85,B019803A8,할부금융채권 (116250),,상장,활성,2020-08-12,,하나캐피탈 311-3,HANA CAPITAL 311-3,회사채,,"40,000,000,000",2020-08-11,원화,2023-08-11,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.501,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-11-11,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,KB증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.501 Bd 20230811 Sr,,
01980,하나캐피탈(주),KR6019803A93,B019803A9,할부금융채권 (116250),,상장,활성,2020-09-11,,하나캐피탈 313-3,HANA CAPITAL 313-3,회사채,,"30,000,000,000",2020-09-10,원화,2023-06-09,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.597,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-12-10,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.597 Bd 20230609 Sr,,
01980,하나캐피탈(주),KR6019803AA6,B019803AA,할부금융채권 (116250),,상장,활성,2020-10-13,,하나캐피탈 315-3,HANA CAPITAL 315-3,회사채,,"60,000,000,000",2020-10-12,원화,2023-10-12,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.559,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2021-01-12,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.559 Bd 20231012 Sr,,
01980,하나캐피탈(주),KR6019804A84,B019804A8,할부금융채권 (116250),,상장,활성,2020-08-12,,하나캐피탈 311-4,HANA CAPITAL 311-4,회사채,,"50,000,000,000",2020-08-11,원화,2023-11-10,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.512,,100,100,마지막 이자 일할계산,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-11-11,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,KB증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.512 Bd 20231110 Sr,,
01980,하나캐피탈(주),KR6019804A92,B019804A9,할부금융채권 (116250),,상장,활성,2020-09-11,,하나캐피탈 313-4,HANA CAPITAL 313-4,회사채,,"60,000,000,000",2020-09-10,원화,2023-09-08,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.651,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-12-10,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.651 Bd 20230908 Sr,,
01980,하나캐피탈(주),KR6019804AA4,B019804AA,할부금융채권 (116250),,상장,활성,2020-10-13,,하나캐피탈 315-4,HANA CAPITAL 315-4,회사채,,"50,000,000,000",2020-10-12,원화,2024-04-12,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.616,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2021-01-12,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.616 Bd 20240412 Sr,,
01980,하나캐피탈(주),KR6019805A83,B019805A8,할부금융채권 (116250),,상장,활성,2020-08-12,,하나캐피탈 311-5,HANA CAPITAL 311-5,회사채,,"20,000,000,000",2020-08-11,원화,2024-02-08,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.524,,100,100,마지막 이자 일할계산,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-11-11,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,KB증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.524 Bd 20240208 Sr,,
01980,하나캐피탈(주),KR6019805A91,B019805A9,할부금융채권 (116250),,상장,활성,2020-09-11,,하나캐피탈 313-5,HANA CAPITAL 313-5,회사채,,"10,000,000,000",2020-09-10,원화,2024-03-08,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.676,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-12-10,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.676 Bd 20240308 Sr,,
01980,하나캐피탈(주),KR6019805AA1,B019805AA,할부금융채권 (116250),,상장,활성,2020-10-13,,하나캐피탈 315-5,HANA CAPITAL 315-5,회사채,,"40,000,000,000",2020-10-12,원화,2024-10-11,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.663,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2021-01-12,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.663 Bd 20241011 Sr,,
01980,하나캐피탈(주),KR6019806A82,B019806A8,할부금융채권 (116250),,상장,활성,2020-08-12,,하나캐피탈 311-6,HANA CAPITAL 311-6,회사채,,"30,000,000,000",2020-08-11,원화,2025-08-11,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.638,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-11-11,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,KB증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.638 Bd 20250811 Sr,,
01980,하나캐피탈(주),KR6019806A90,B019806A9,할부금융채권 (116250),,상장,활성,2020-09-22,,하나캐피탈 314-1,HANA CAPITAL 314-1,회사채,,"20,000,000,000",2020-09-21,원화,2022-03-21,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.306,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-12-21,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,KB증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.306 Bd 20220321 Sr,,
01980,하나캐피탈(주),KR6019806AA9,B019806AA,할부금융채권 (116250),,상장,활성,2020-10-13,,하나캐피탈 315-6,HANA CAPITAL 315-6,회사채,,"30,000,000,000",2020-10-12,원화,2025-04-11,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.708,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2021-01-12,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,엔에이치투자증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.708 Bd 20250411 Sr,,
01980,하나캐피탈(주),KR6019807A81,B019807A8,할부금융채권 (116250),,상장,활성,2020-08-28,,하나캐피탈 312-1,HANA CAPITAL 312-1,회사채,,"20,000,000,000",2020-08-27,원화,2023-02-27,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.381,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-11-27,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,신한금융투자(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.381 Bd 20230227 Sr,,
01980,하나캐피탈(주),KR6019807A99,B019807A9,할부금융채권 (116250),,상장,활성,2020-09-22,,하나캐피탈 314-2,HANA CAPITAL 314-2,회사채,,"40,000,000,000",2020-09-21,원화,2022-12-21,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.479,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-12-21,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,KB증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.479 Bd 20221221 Sr,,
01980,하나캐피탈(주),KR6019807AA7,B019807AA,할부금융채권 (116250),,상장,활성,2020-10-21,,하나캐피탈 316-1,HANA CAPITAL 316-1,회사채,,"20,000,000,000",2020-10-20,원화,2022-04-20,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.205,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2021-01-20,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,한양증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.205 Bd 20220420 Sr,,
01980,하나캐피탈(주),KR6019808A80,B019808A8,할부금융채권 (116250),,상장,활성,2020-08-28,,하나캐피탈 312-2,HANA CAPITAL 312-2,회사채,,"30,000,000,000",2020-08-27,원화,2023-11-27,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.509,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-11-27,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,신한금융투자(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.509 Bd 20231127 Sr,,
01980,하나캐피탈(주),KR6019808A98,B019808A9,할부금융채권 (116250),,상장,활성,2020-09-22,,하나캐피탈 314-3,HANA CAPITAL 314-3,회사채,,"40,000,000,000",2020-09-21,원화,2023-12-21,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.634,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-12-21,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,KB증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.634 Bd 20231221 Sr,,
01980,하나캐피탈(주),KR6019808AA5,B019808AA,할부금융채권 (116250),,상장,활성,2020-10-21,,하나캐피탈 316-2,HANA CAPITAL 316-2,회사채,,"30,000,000,000",2020-10-20,원화,2023-07-20,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.445,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2021-01-20,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,한양증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.445 Bd 20230720 Sr,,
01980,하나캐피탈(주),KR6019809A89,B019809A8,할부금융채권 (116250),,상장,활성,2020-08-28,,하나캐피탈 312-3,HANA CAPITAL 312-3,회사채,,"30,000,000,000",2020-08-27,원화,2024-02-27,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.538,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-11-27,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,신한금융투자(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.538 Bd 20240227 Sr,,
01980,하나캐피탈(주),KR6019809A97,B019809A9,할부금융채권 (116250),,상장,활성,2020-09-22,,하나캐피탈 314-4,HANA CAPITAL 314-4,회사채,,"30,000,000,000",2020-09-21,원화,2024-03-21,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.644,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-12-21,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,KB증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.644 Bd 20240321 Sr,,
01980,하나캐피탈(주),KR6019809AA3,B019809AA,할부금융채권 (116250),,상장,활성,2020-10-21,,하나캐피탈 316-3,HANA CAPITAL 316-3,회사채,,"60,000,000,000",2020-10-20,원화,2024-01-19,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.544,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2021-01-20,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,한양증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.544 Bd 20240119 Sr,,
01980,하나캐피탈(주),KR601980AA83,B01980AA8,할부금융채권 (116250),,상장,활성,2020-08-28,,하나캐피탈 312-4,HANA CAPITAL 312-4,회사채,,"20,000,000,000",2020-08-27,원화,2024-08-27,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.586,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-11-27,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,신한금융투자(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.586 Bd 20240827 Sr,,
01980,하나캐피탈(주),KR601980AA91,B01980AA9,할부금융채권 (116250),,상장,활성,2020-09-22,,하나캐피탈 314-5,HANA CAPITAL 314-5,회사채,,"30,000,000,000",2020-09-21,원화,2025-03-21,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.706,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-12-21,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,KB증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.706 Bd 20250321 Sr,,
01980,하나캐피탈(주),KR601980AAA4,B01980AAA,할부금융채권 (116250),,상장,활성,2020-10-21,,하나캐피탈 316-4,HANA CAPITAL 316-4,회사채,,"50,000,000,000",2020-10-20,원화,2024-04-19,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.575,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2021-01-20,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,한양증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.575 Bd 20240419 Sr,,
01980,하나캐피탈(주),KR601980BAA2,B01980BAA,할부금융채권 (116250),,상장,활성,2020-10-21,,하나캐피탈 316-5,HANA CAPITAL 316-5,회사채,,"30,000,000,000",2020-10-20,원화,2024-07-19,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.595,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2021-01-20,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,한양증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.595 Bd 20240719 Sr,,
01980,하나캐피탈(주),KR601980CAA0,B01980CAA,할부금융채권 (116250),,상장,활성,2020-10-21,,하나캐피탈 316-6,HANA CAPITAL 316-6,회사채,,"30,000,000,000",2020-10-20,원화,2025-01-20,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.649,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2021-01-20,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,한양증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.649 Bd 20250120 Sr,,
01980,하나캐피탈(주),KR601980DAA8,B01980DAA,할부금융채권 (116250),,상장,활성,2020-10-21,,하나캐피탈 316-7,HANA CAPITAL 316-7,회사채,,"30,000,000,000",2020-10-20,원화,2025-04-18,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.673,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2021-01-20,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,한양증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,HANA CAPITAL/1.673 Bd 20250418 Sr,,
02196,케이비캐피탈(주),KR6021961A89,B021961A8,리스채권 (116230),,상장,활성,2020-08-10,,케이비캐피탈 458-1,KB CAPITAL 458-1,회사채,,"70,000,000,000",2020-08-07,원화,2023-02-07,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.405,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-11-07,비매출,,,무기명,,,,,한국예탁결제원,(주)국민은행,키움증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,KB CAPITAL/1.405 Bd 20230207 Sr,,
02196,케이비캐피탈(주),KR6021961A97,B021961A9,리스채권 (116230),,상장,활성,2020-09-14,,케이비캐피탈 459-1,KB CAPITAL 459-1,회사채,,"10,000,000,000",2020-09-11,원화,2022-09-07,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.456,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-12-11,비매출,,,무기명,,,,,한국예탁결제원,(주)국민은행,한양증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,KB CAPITAL/1.456 Bd 20220907 Sr,,
02196,케이비캐피탈(주),KR6021961AA8,B021961AA,리스채권 (116230),,상장,활성,2020-10-08,,케이비캐피탈 461-1,KB CAPITAL 461-1,회사채,,"60,000,000,000",2020-10-07,원화,2022-10-07,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.341,,100,100,,,선순위,만기상환,NO,,NO,,,직전영업일(경과이자없음),,,직전영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2021-01-07,비매출,,,무기명,,,,,한국예탁결제원,(주)국민은행,부국증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,KB CAPITAL/1.341 Bd 20221007 Sr,,
02196,케이비캐피탈(주),KR6021962A88,B021962A8,리스채권 (116230),,상장,활성,2020-08-10,,케이비캐피탈 458-2,KB CAPITAL 458-2,회사채,,"50,000,000,000",2020-08-07,원화,2023-03-07,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.421,,100,100,마지막이자 365 일할계산,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-11-07,비매출,,,무기명,,,,,한국예탁결제원,(주)국민은행,키움증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,KB CAPITAL/1.421 Bd 20230307 Sr,,
02196,케이비캐피탈(주),KR6021962A96,B021962A9,리스채권 (116230),,상장,활성,2020-09-14,,케이비캐피탈 459-2,KB CAPITAL 459-2,회사채,,"50,000,000,000",2020-09-11,원화,2022-09-08,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.456,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-12-11,비매출,,,무기명,,,,,한국예탁결제원,(주)국민은행,한양증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,KB CAPITAL/1.456 Bd 20220908 Sr,,
02196,케이비캐피탈(주),KR6021962AA6,B021962AA,리스채권 (116230),,상장,활성,2020-10-08,,케이비캐피탈 461-2,KB CAPITAL 461-2,회사채,,"50,000,000,000",2020-10-07,원화,2023-09-07,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.511,,100,100,,,선순위,만기상환,NO,,NO,,,직전영업일(경과이자없음),,,직전영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2021-01-07,비매출,,,무기명,,,,,한국예탁결제원,(주)국민은행,부국증권(주),,NICE신용평가," ",한국신용평가,한국기업평가,,DBFNFB,KB CAPITAL/1.511 Bd 20230907 Sr,,
